rally,ball_round,time,frame_num,end_frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
4,1,00:17:13,25829,25844.0,4,0,A,1,發短球,,1.0,2.0,,,,2.0,7,649,347,,,,,8,622,507,8,713,296,0
4,2,00:17:13,25844,25869.0,4,0,B,3,放小球,,1.0,2.0,7.0,649.0,347.0,2.0,16,397,456,出界,對手出界,A,,8,625,342,8,632,511,0
5,1,00:17:27,26199,,4,1,A,1,未知球種,,,2.0,,,,,16,397,456,,,,1,8,625,342,8,632,511,0
6,1,00:18:22,27574,27590.0,4,2,B,1,發短球,,1.0,2.0,,,,2.0,7,612,428,,,,,8,642,327,8,530,536,0
6,2,00:18:23,27590,27615.0,4,2,A,3,推球,,,2.0,7.0,612.0,428.0,2.0,13,679,238,出界,對手出界,B,,7,555,460,8,614,324,0
7,1,00:18:42,28053,28071.0,5,2,B,1,發短球,,1.0,2.0,,,,2.0,7,679,456,,,,,8,623,329,8,711,535,0
7,2,00:18:42,28071,28091.0,5,2,A,2,放小球,,1.0,2.0,7.0,679.0,456.0,2.0,2,803,366,,,,,8,701,484,8,613,313,0
7,3,00:18:43,28091,28120.0,5,2,B,2,挑球,,1.0,2.0,2.0,803.0,366.0,1.0,4,811,616,,,,,2,762,350,8,680,498,0
7,4,00:18:44,28120,28132.0,5,2,A,2,點扣,,,1.0,4.0,811.0,616.0,2.0,6,780,294,,,,,9,751,637,8,647,306,0
7,5,00:18:45,28132,28156.0,5,2,B,2,擋小球,,1.0,2.0,6.0,780.0,294.0,2.0,2,778,448,,,,,8,635,293,9,771,612,0
7,6,00:18:46,28156,28179.0,5,2,A,2,放小球,,,2.0,2.0,778.0,448.0,2.0,2,811,373,,,,,8,728,484,8,647,317,0
7,7,00:18:47,28179,28211.0,5,2,B,2,挑球,,1.0,2.0,2.0,811.0,373.0,1.0,4,828,634,,,,,7,752,353,8,705,505,0
7,8,00:18:48,28211,28232.0,5,2,A,2,過度切球,,,1.0,4.0,828.0,634.0,2.0,8,607,326,,,,,9,793,639,8,642,303,0
7,9,00:18:49,28232,28254.0,5,2,B,2,放小球,,1.0,2.0,8.0,607.0,326.0,2.0,1,461,425,,,,,8,629,319,8,709,556,0
7,10,00:18:50,28254,28278.0,5,2,A,2,放小球,,1.0,2.0,1.0,461.0,425.0,2.0,1,483,377,,,,,7,530,448,8,624,315,0
7,11,00:18:51,28278,28311.0,5,2,B,2,挑球,,,2.0,1.0,483.0,377.0,1.0,3,390,632,,,,,1,507,365,7,566,460,0
7,12,00:18:52,28311,28342.0,5,2,A,2,長球,1.0,,1.0,3.0,390.0,632.0,1.0,3,506,261,,,,,3,456,622,8,589,315,0
7,13,00:18:53,28342,28352.0,5,2,B,2,點扣,,,1.0,3.0,506.0,261.0,2.0,5,436,547,,,,,9,555,264,8,570,579,0
7,14,00:18:54,28352,28379.0,5,2,A,2,擋小球,,1.0,2.0,5.0,436.0,547.0,2.0,6,785,334,,,,,8,627,554,3,529,256,0
7,15,00:18:55,28379,28407.0,5,2,B,2,挑球,,1.0,2.0,6.0,785.0,334.0,1.0,4,821,618,,,,,8,732,325,8,624,523,0
7,16,00:18:56,28407,28421.0,5,2,A,2,點扣,,,1.0,4.0,821.0,618.0,2.0,6,799,296,,,,,9,753,617,8,632,315,0
7,17,00:18:56,28421,28461.0,5,2,B,3,防守回挑,,1.0,2.0,6.0,799.0,296.0,2.0,13,840,665,出界,對手出界,A,,8,655,310,8,740,598,0
8,1,00:19:25,29126,29140.0,5,3,A,1,發短球,,1.0,2.0,,,,2.0,7,650,358,,,,,8,625,510,8,717,303,0
8,2,00:19:25,29140,29158.0,5,3,B,2,放小球,,,2.0,7.0,650.0,358.0,2.0,1,463,437,,,,,7,710,363,8,637,516,0
8,3,00:19:26,29158,29178.0,5,3,A,2,放小球,,1.0,2.0,1.0,463.0,437.0,2.0,1,471,370,,,,,7,526,456,8,658,332,0
8,4,00:19:27,29178,29208.0,5,3,B,2,挑球,,,2.0,1.0,471.0,370.0,1.0,9,760,635,,,,,7,524,361,7,565,476,0
8,5,00:19:28,29208,29214.0,5,3,A,3,點扣,,,1.0,9.0,760.0,635.0,2.0,7,697,416,掛網,對手掛網,B,,9,701,644,8,607,315,0
9,1,00:19:50,29767,29785.0,6,3,B,1,發短球,,1.0,2.0,,,,2.0,7,607,453,,,,,8,645,334,8,533,536,0
9,2,00:19:51,29785,29819.0,6,3,A,2,挑球,,,2.0,7.0,607.0,453.0,1.0,3,525,261,,,,,8,560,488,8,637,333,0
9,3,00:19:52,29819,29849.0,6,3,B,2,長球,,,1.0,3.0,525.0,261.0,1.0,5,423,602,,,,,9,561,263,8,621,521,0
9,4,00:19:53,29849,29860.0,6,3,A,2,殺球,1.0,,1.0,5.0,423.0,602.0,2.0,5,485,299,,,,,5,485,594,8,583,293,0
9,5,00:19:54,29860,29882.0,6,3,B,2,擋小球,,,2.0,5.0,485.0,299.0,2.0,1,446,468,,,,,8,557,298,3,456,628,0
9,6,00:19:55,29882,29902.0,6,3,A,2,放小球,,1.0,2.0,1.0,446.0,468.0,2.0,1,483,374,,,,,5,477,509,5,523,314,0
9,7,00:19:56,29902,29933.0,6,3,B,2,挑球,,,2.0,1.0,483.0,374.0,1.0,3,370,632,,,,,1,506,346,8,553,509,0
9,8,00:19:57,29933,29958.0,6,3,A,2,長球,,1.0,1.0,3.0,370.0,632.0,1.0,9,727,262,,,,,3,418,621,8,581,309,0
9,9,00:19:58,29958,29972.0,6,3,B,2,點扣,1.0,,1.0,9.0,727.0,262.0,2.0,6,800,539,,,,,8,633,291,8,644,578,0
9,10,00:19:58,29972,29986.0,6,3,A,2,防守回抽,,,2.0,6.0,800.0,539.0,1.0,8,735,308,,,,,8,702,559,8,662,286,0
9,11,00:19:59,29986,29996.0,6,3,B,2,平球,1.0,,1.0,8.0,735.0,308.0,2.0,8,560,558,,,,,8,675,303,8,745,537,0
9,12,00:19:59,29996,30029.0,6,3,A,2,防守回挑,,1.0,2.0,8.0,560.0,558.0,2.0,4,752,259,,,,,8,701,561,8,661,312,0
9,13,00:20:01,30029,30048.0,6,3,B,2,過度切球,,1.0,2.0,4.0,752.0,259.0,1.0,7,587,451,,,,,9,724,268,8,674,539,0
9,14,00:20:01,30048,30056.0,6,3,A,3,撲球,,,1.0,7.0,587.0,451.0,2.0,9,709,265,對手落地致勝,落地致勝,A,,8,681,503,8,690,298,0
10,1,00:20:37,30948,30966.0,6,4,A,1,發短球,,1.0,2.0,,,,2.0,7,592,360,,,,,8,658,500,8,582,302,0
10,2,00:20:38,30966,30988.0,6,4,B,2,放小球,,,2.0,7.0,592.0,360.0,2.0,7,666,461,,,,,7,608,353,8,653,509,0
10,3,00:20:39,30988,31014.0,6,4,A,2,挑球,,,2.0,7.0,666.0,461.0,1.0,9,561,265,,,,,8,648,495,8,604,328,0
10,4,00:20:40,31014,31031.0,6,4,B,3,切球,,,1.0,9.0,561.0,265.0,2.0,6,864,508,對手落地致勝,落地致勝,B,,8,604,276,8,635,531,0
11,1,00:21:02,31564,31581.0,7,4,B,1,發短球,,1.0,2.0,,,,2.0,7,695,425,,,,,8,628,343,8,716,534,0
11,2,00:21:03,31581,31601.0,7,4,A,2,放小球,,,2.0,7.0,695.0,425.0,2.0,7,647,376,,,,,7,674,450,8,623,332,0
11,3,00:21:04,31601,31630.0,7,4,B,2,挑球,,1.0,2.0,7.0,647.0,376.0,1.0,8,552,608,,,,,7,614,353,7,655,473,0
11,4,00:21:05,31630,31642.0,7,4,A,2,殺球,,,1.0,8.0,552.0,608.0,2.0,6,770,292,,,,,9,588,611,8,590,302,0
11,5,00:21:05,31642,31660.0,7,4,B,3,擋小球,,1.0,2.0,6.0,770.0,292.0,2.0,2,781,390,掛網,對手掛網,A,,8,594,300,9,570,635,0
12,1,00:21:54,32865,32879.0,7,5,A,1,發短球,,1.0,2.0,,,,2.0,7,649,354,,,,,8,620,510,8,720,305,0
12,2,00:21:55,32879,32898.0,7,5,B,2,放小球,,,2.0,7.0,649.0,354.0,2.0,2,791,433,,,,,7,687,353,8,631,514,0
12,3,00:21:55,32898,32921.0,7,5,A,2,放小球,,,2.0,2.0,791.0,433.0,2.0,2,766,387,,,,,7,761,463,8,651,320,0
12,4,00:21:56,32921,32948.0,7,5,B,2,放小球,,1.0,2.0,2.0,766.0,387.0,2.0,2,817,420,,,,,7,734,365,8,708,483,0
12,5,00:21:57,32948,32995.0,7,5,A,2,挑球,,,2.0,2.0,817.0,420.0,1.0,9,633,261,,,,,2,793,438,7,713,351,0
12,6,00:21:59,32995,33010.0,7,5,B,2,點扣,,,1.0,9.0,633.0,261.0,2.0,5,471,523,,,,,9,611,267,8,665,551,0
12,7,00:22:00,33010,33035.0,7,5,A,2,擋小球,,1.0,2.0,5.0,471.0,523.0,2.0,7,691,367,,,,,8,666,549,8,580,281,0
12,8,00:22:01,33035,33067.0,7,5,B,2,挑球,,1.0,2.0,7.0,691.0,367.0,1.0,3,423,616,,,,,7,662,354,8,588,497,0
12,9,00:22:02,33067,33078.0,7,5,A,2,殺球,1.0,,1.0,3.0,423.0,616.0,2.0,5,511,301,,,,,3,456,618,8,582,307,0
12,10,00:22:03,33078,33104.0,7,5,B,2,防守回抽,,,2.0,5.0,511.0,301.0,2.0,8,776,581,,,,,8,561,296,3,423,623,0
12,11,00:22:04,33104,33120.0,7,5,A,2,後場抽平球,,,2.0,8.0,776.0,581.0,1.0,6,754,300,,,,,8,699,579,8,608,292,0
12,12,00:22:04,33120,33128.0,7,5,B,2,殺球,1.0,,1.0,6.0,754.0,300.0,2.0,8,679,551,,,,,8,688,307,8,721,561,0
12,13,00:22:05,33128,33142.0,7,5,A,2,擋小球,,1.0,2.0,8.0,679.0,551.0,1.0,8,719,334,,,,,8,736,564,8,670,311,0
12,14,00:22:05,33142,33151.0,7,5,B,2,撲球,,1.0,1.0,8.0,719.0,334.0,2.0,8,675,565,,,,,8,672,339,8,770,568,0
12,15,00:22:06,33151,33176.0,7,5,A,2,防守回挑,,1.0,2.0,8.0,675.0,565.0,1.0,8,722,283,,,,,8,721,565,8,674,340,0
12,16,00:22:07,33176,33185.0,7,5,B,2,殺球,1.0,,1.0,8.0,722.0,283.0,2.0,5,492,549,,,,,8,690,298,8,681,566,0
12,17,00:22:07,33185,33196.0,7,5,A,3,擋小球,,1.0,2.0,5.0,492.0,549.0,2.0,1,503,414,掛網,對手掛網,B,,8,669,573,8,680,287,0
13,1,00:22:40,34021,34049.0,7,6,B,1,發長球,,1.0,2.0,,,,1.0,3,396,617,,,,,8,642,332,8,528,535,0
13,2,00:22:41,34049,34087.0,7,6,A,2,長球,1.0,,1.0,3.0,396.0,617.0,1.0,3,505,262,,,,,8,505,593,8,596,311,0
13,3,00:22:43,34087,34097.0,7,6,B,2,點扣,,,1.0,3.0,505.0,262.0,2.0,8,687,533,,,,,3,523,265,8,617,550,0
13,4,00:22:43,34097,34112.0,7,6,A,2,防守回抽,,,2.0,8.0,687.0,533.0,1.0,8,600,315,,,,,8,656,548,3,506,268,0
13,5,00:22:44,34112,34123.0,7,6,B,2,撲球,,,1.0,8.0,600.0,315.0,2.0,8,727,534,,,,,8,573,310,8,635,530,0
13,6,00:22:44,34123,34146.0,7,6,A,2,防守回抽,,,2.0,8.0,727.0,534.0,1.0,8,633,283,,,,,8,665,545,8,607,336,0
13,7,00:22:45,34146,34156.0,7,6,B,3,殺球,,,1.0,8.0,633.0,283.0,2.0,5,454,550,對手落地致勝,落地致勝,B,,8,633,298,8,672,577,0
14,1,00:23:25,35137,35155.0,7,7,B,1,發短球,,1.0,2.0,,,,2.0,7,696,455,,,,,8,625,334,8,718,535,0
14,2,00:23:26,35155,35176.0,7,7,A,2,放小球,,,2.0,7.0,696.0,455.0,2.0,7,572,358,,,,,8,668,482,8,615,336,0
14,3,00:23:27,35176,35204.0,7,7,B,2,挑球,,,2.0,7.0,572.0,358.0,1.0,3,394,622,,,,,8,600,340,8,649,490,0
14,4,00:23:28,35204,35216.0,7,7,A,2,過度切球,,1.0,1.0,3.0,394.0,622.0,1.0,7,563,352,,,,,3,423,626,8,565,324,0
14,5,00:23:28,35216,35230.0,7,7,B,2,撲球,,,1.0,7.0,563.0,352.0,2.0,8,638,529,,,,,8,534,330,8,530,573,0
14,6,00:23:29,35230,35250.0,7,7,A,2,擋小球,,,2.0,8.0,638.0,529.0,2.0,6,788,340,,,,,8,605,569,8,579,327,0
14,7,00:23:30,35250,35282.0,7,7,B,2,挑球,,1.0,2.0,6.0,788.0,340.0,1.0,3,444,623,,,,,8,732,331,8,641,546,0
14,8,00:23:31,35282,35301.0,7,7,A,2,過度切球,,1.0,1.0,3.0,444.0,623.0,2.0,5,519,318,,,,,9,495,631,8,600,312,0
14,9,00:23:32,35301,35320.0,7,7,B,2,放小球,,,2.0,5.0,519.0,318.0,2.0,1,473,442,,,,,8,557,306,8,592,579,0
14,10,00:23:32,35320,35348.0,7,7,A,2,推球,,1.0,2.0,1.0,473.0,442.0,1.0,4,770,265,,,,,1,494,475,8,585,305,0
14,11,00:23:33,35348,35368.0,7,7,B,2,切球,1.0,,1.0,4.0,770.0,265.0,2.0,1,481,460,,,,,8,694,276,8,682,554,0
14,12,00:23:34,35368,35393.0,7,7,A,2,放小球,,1.0,2.0,1.0,481.0,460.0,2.0,1,472,368,,,,,8,514,498,9,699,271,0
14,13,00:23:35,35393,35415.0,7,7,B,2,放小球,,,2.0,1.0,472.0,368.0,2.0,1,451,412,,,,,1,517,348,8,563,500,0
14,14,00:23:36,35415,35438.0,7,7,A,2,放小球,,1.0,2.0,1.0,451.0,412.0,2.0,1,460,386,,,,,1,501,445,8,569,333,0
14,15,00:23:37,35438,35456.0,7,7,B,2,放小球,,,2.0,1.0,460.0,386.0,2.0,1,427,426,,,,,1,497,370,7,521,459,0
14,16,00:23:38,35456,35499.0,7,7,A,3,推球,,1.0,2.0,1.0,427.0,426.0,2.0,13,678,245,出界,對手出界,B,,1,481,430,1,473,383,0
15,1,00:24:03,36091,36107.0,7,8,B,1,發短球,,1.0,2.0,,,,1.0,7,595,436,,,,,8,641,338,8,534,531,0
15,2,00:24:04,36107,36115.0,7,8,A,2,平球,,,1.0,7.0,595.0,436.0,1.0,8,644,320,,,,,7,563,462,8,606,329,0
15,3,00:24:04,36115,36123.0,7,8,B,2,平球,,,1.0,8.0,644.0,320.0,1.0,8,589,494,,,,,8,587,323,7,573,474,0
15,4,00:24:04,36123,36153.0,7,8,A,3,平球,1.0,,1.0,8.0,589.0,494.0,2.0,13,639,237,出界,對手出界,B,,8,638,512,8,599,326,0
16,1,00:24:59,37494,37511.0,7,9,B,1,發短球,,1.0,2.0,,,,2.0,7,687,436,,,,,8,622,331,8,719,530,0
16,2,00:25:00,37511,37532.0,7,9,A,2,放小球,,1.0,2.0,7.0,687.0,436.0,2.0,2,802,368,,,,,7,717,456,8,617,331,0
16,3,00:25:01,37532,37560.0,7,9,B,2,挑球,,1.0,2.0,2.0,802.0,368.0,1.0,9,484,612,,,,,2,775,349,8,698,487,0
16,4,00:25:02,37560,37581.0,7,9,A,2,切球,1.0,,1.0,9.0,484.0,612.0,2.0,6,772,336,,,,,9,550,613,8,609,311,0
16,5,00:25:03,37581,37608.0,7,9,B,2,推球,,1.0,2.0,6.0,772.0,336.0,1.0,4,883,623,,,,,8,729,327,9,550,616,0
16,6,00:25:04,37608,37621.0,7,9,A,2,後場抽平球,,,1.0,4.0,883.0,623.0,1.0,6,772,304,,,,,4,818,612,8,670,310,0
16,7,00:25:04,37621,37643.0,7,9,B,2,擋小球,,1.0,1.0,6.0,772.0,304.0,2.0,5,468,490,,,,,8,648,304,8,762,577,0
16,8,00:25:05,37643,37665.0,7,9,A,2,放小球,,1.0,2.0,5.0,468.0,490.0,2.0,1,491,373,,,,,8,533,488,8,631,313,0
16,9,00:25:06,37665,37692.0,7,9,B,2,挑球,,,2.0,1.0,491.0,373.0,1.0,3,405,622,,,,,1,523,352,8,580,499,0
16,10,00:25:07,37692,37714.0,7,9,A,3,點扣,1.0,,1.0,3.0,405.0,622.0,2.0,11,830,310,出界,對手出界,B,,8,543,602,8,592,313,0
17,1,00:25:29,38232,38250.0,8,9,B,1,發短球,,1.0,2.0,,,,2.0,7,601,430,,,,,8,638,335,8,526,531,0
17,2,00:25:30,38250,38282.0,8,9,A,2,推球,,,2.0,7.0,601.0,430.0,2.0,4,778,259,,,,,7,552,457,8,621,325,0
17,3,00:25:31,38282,38305.0,8,9,B,2,後場抽平球,,1.0,2.0,4.0,778.0,259.0,1.0,8,767,562,,,,,4,743,271,8,683,519,0
17,4,00:25:32,38305,38316.0,8,9,A,2,點扣,,,1.0,8.0,767.0,562.0,2.0,8,736,291,,,,,8,728,565,8,627,286,0
17,5,00:25:32,38316,38338.0,8,9,B,2,擋小球,,1.0,2.0,8.0,736.0,291.0,2.0,7,543,437,,,,,8,638,289,8,779,604,0
17,6,00:25:33,38338,38363.0,8,9,A,2,放小球,,1.0,2.0,7.0,543.0,437.0,2.0,7,645,379,,,,,7,583,476,8,649,297,0
17,7,00:25:34,38363,38411.0,8,9,B,3,挑球,,,2.0,7.0,645.0,379.0,2.0,14,319,618,出界,對手出界,A,,7,633,357,8,617,479,0
18,1,00:25:53,38837,,8,10,A,1,未知球種,,,2.0,,,,,14,319,618,,,,1,7,633,357,8,617,479,0
19,1,00:26:23,39589,39630.0,9,10,B,3,發長球,,1.0,2.0,,,,,13,855,664,出界,對手出界,A,,8,624,335,8,714,537,0
20,1,00:26:43,40094,40111.0,9,11,A,1,發短球,,1.0,2.0,,,,2.0,7,666,354,,,,,8,624,509,8,720,292,0
20,2,00:26:44,40111,40137.0,9,11,B,2,推球,,,2.0,7.0,666.0,354.0,1.0,5,456,583,,,,,7,684,345,8,643,520,0
20,3,00:26:45,40137,40152.0,9,11,A,2,點扣,1.0,,1.0,5.0,456.0,583.0,2.0,8,711,313,,,,,8,535,579,8,587,303,0
20,4,00:26:46,40152,40173.0,9,11,B,2,擋小球,,1.0,2.0,8.0,711.0,313.0,2.0,7,665,449,,,,,8,600,287,5,455,591,0
20,5,00:26:46,40173,40195.0,9,11,A,2,放小球,,,2.0,7.0,665.0,449.0,2.0,1,518,368,,,,,7,613,475,8,673,321,0
20,6,00:26:47,40195,40216.0,9,11,B,2,放小球,,,2.0,1.0,518.0,368.0,2.0,1,423,428,,,,,7,556,348,7,619,476,0
20,7,00:26:48,40216,40245.0,9,11,A,2,推球,,1.0,2.0,1.0,423.0,428.0,1.0,9,728,265,,,,,1,468,436,8,576,331,0
20,8,00:26:49,40245,40279.0,9,11,B,2,長球,1.0,,1.0,9.0,728.0,265.0,1.0,3,463,634,,,,,8,656,283,8,622,496,0
20,9,00:26:51,40279,40292.0,9,11,A,2,點扣,1.0,,1.0,3.0,463.0,634.0,2.0,5,523,299,,,,,3,465,638,8,610,286,0
20,10,00:26:51,40292,40317.0,9,11,B,2,擋小球,,,2.0,5.0,523.0,299.0,2.0,6,825,488,,,,,8,555,304,3,466,650,0
20,11,00:26:52,40317,40339.0,9,11,A,2,放小球,,,2.0,6.0,825.0,488.0,2.0,2,808,363,,,,,8,771,507,8,617,300,0
20,12,00:26:53,40339,40360.0,9,11,B,2,勾球,,1.0,2.0,2.0,808.0,363.0,2.0,1,502,423,,,,,6,775,338,8,709,513,0
20,13,00:26:54,40360,40388.0,9,11,A,3,放小球,,1.0,2.0,1.0,502.0,423.0,2.0,1,439,409,未過網,對手未過網,B,,7,523,442,8,681,316,0
21,1,00:28:12,42317,42337.0,9,12,B,1,發短球,,1.0,2.0,,,,2.0,7,598,454,,,,,8,641,332,8,522,538,0
21,2,00:28:13,42337,42351.0,9,12,A,3,放小球,,,2.0,7.0,598.0,454.0,2.0,7,745,411,掛網,對手掛網,B,,8,549,487,8,608,330,0
22,1,00:28:31,42792,42821.0,10,12,B,1,發長球,,1.0,2.0,,,,1.0,9,776,627,,,,,8,631,337,8,714,533,0
22,2,00:28:32,42821,42835.0,10,12,A,2,後場抽平球,,,1.0,9.0,776.0,627.0,1.0,8,657,320,,,,,9,782,632,8,637,309,0
22,3,00:28:33,42835,42847.0,10,12,B,2,平球,,1.0,1.0,8.0,657.0,320.0,2.0,5,481,541,,,,,8,617,327,8,744,595,0
22,4,00:28:33,42847,42859.0,10,12,A,2,防守回抽,,1.0,2.0,5.0,481.0,541.0,1.0,8,669,305,,,,,8,688,561,8,618,325,0
22,5,00:28:34,42859,42869.0,10,12,B,2,平球,1.0,,1.0,8.0,669.0,305.0,1.0,8,541,535,,,,,8,592,314,8,503,518,0
22,6,00:28:34,42869,42890.0,10,12,A,2,擋小球,,1.0,1.0,8.0,541.0,535.0,2.0,5,514,333,,,,,8,609,548,8,579,311,0
22,7,00:28:35,42890,42913.0,10,12,B,2,挑球,,,2.0,5.0,514.0,333.0,1.0,5,428,556,,,,,8,555,328,8,634,534,0
22,8,00:28:36,42913,42944.0,10,12,A,2,長球,,1.0,1.0,5.0,428.0,556.0,1.0,4,740,262,,,,,5,466,567,8,576,311,0
22,9,00:28:37,42944,42959.0,10,12,B,2,點扣,1.0,,1.0,4.0,740.0,262.0,2.0,8,746,509,,,,,8,665,278,8,654,549,0
22,10,00:28:38,42959,42971.0,10,12,A,2,平球,,,2.0,8.0,746.0,509.0,1.0,6,753,296,,,,,8,695,523,9,679,270,0
22,11,00:28:38,42971,42988.0,10,12,B,2,擋小球,,1.0,1.0,6.0,753.0,296.0,2.0,2,810,470,,,,,8,674,305,8,703,531,0
22,12,00:28:39,42988,43013.0,10,12,A,2,放小球,,,2.0,2.0,810.0,470.0,2.0,2,814,376,,,,,8,779,499,8,684,309,0
22,13,00:28:40,43013,43037.0,10,12,B,2,放小球,,1.0,2.0,2.0,814.0,376.0,2.0,2,813,420,,,,,2,771,354,8,718,499,0
22,14,00:28:41,43037,43067.0,10,12,A,2,挑球,,,2.0,2.0,813.0,420.0,1.0,4,759,262,,,,,7,768,450,7,740,351,0
22,15,00:28:42,43067,43105.0,10,12,B,2,長球,1.0,,1.0,4.0,759.0,262.0,1.0,3,475,628,,,,,8,713,288,8,713,505,0
22,16,00:28:44,43105,43119.0,10,12,A,2,點扣,1.0,,1.0,3.0,475.0,628.0,2.0,6,749,321,,,,,3,478,625,8,619,294,0
22,17,00:28:44,43119,43144.0,10,12,B,2,擋小球,,1.0,2.0,6.0,749.0,321.0,2.0,2,775,453,,,,,8,602,305,9,513,627,0
